"","week","package","V1"
"934","2014-01","rgbif",108
"935","2014-02","rgbif",81
"936","2014-03","rgbif",52
"937","2014-04","rgbif",46
"938","2014-05","rgbif",52
"939","2014-06","rgbif",63
"940","2014-07","rgbif",145
"941","2014-08","rgbif",95
"942","2014-09","rgbif",145
"943","2014-10","rgbif",134
"944","2014-11","rgbif",19
"945","2012-46","rImpactStory",8
"946","2012-47","rImpactStory",12
"947","2012-48","rImpactStory",15
"948","2012-49","rImpactStory",11
"949","2012-50","rImpactStory",18
"950","2012-51","rImpactStory",9
"951","2012-52","rImpactStory",8
"952","2013-00","rImpactStory",10
"953","2013-01","rImpactStory",15
"954","2013-02","rImpactStory",16
"955","2013-03","rImpactStory",16
"956","2013-04","rImpactStory",18
"957","2013-05","rImpactStory",15
"958","2013-06","rImpactStory",24
"959","2013-07","rImpactStory",16
"960","2013-08","rImpactStory",19
"961","2013-09","rImpactStory",21
"962","2013-10","rImpactStory",30
"963","2013-11","rImpactStory",18
"964","2013-12","rImpactStory",7
"965","2013-13","rImpactStory",32
"966","2013-14","rImpactStory",20
"967","2013-15","rImpactStory",31
"968","2013-16","rImpactStory",23
"969","2013-17","rImpactStory",16
"970","2013-18","rImpactStory",15
"971","2013-19","rImpactStory",16
"972","2013-20","rImpactStory",25
"973","2013-21","rImpactStory",27
"974","2013-22","rImpactStory",27
"975","2013-23","rImpactStory",18
"976","2013-24","rImpactStory",18
"977","2013-25","rImpactStory",21
"978","2013-26","rImpactStory",14
"979","2013-27","rImpactStory",20
"980","2013-28","rImpactStory",21
"981","2013-29","rImpactStory",35
"982","2013-30","rImpactStory",19
"983","2013-31","rImpactStory",19
"984","2013-32","rImpactStory",41
"985","2013-33","rImpactStory",13
"986","2013-34","rImpactStory",25
"987","2013-35","rImpactStory",27
"988","2013-36","rImpactStory",31
"989","2013-37","rImpactStory",33
"990","2013-38","rImpactStory",33
"991","2013-39","rImpactStory",27
"992","2013-40","rImpactStory",40
"993","2013-41","rImpactStory",19
"994","2013-42","rImpactStory",2
"995","2013-43","rImpactStory",3
"996","2013-44","rImpactStory",2
"997","2013-45","rImpactStory",2
"998","2013-46","rImpactStory",4
"999","2013-47","rImpactStory",3
"1000","2013-48","rImpactStory",2
"1001","2013-49","rImpactStory",7
"1002","2013-50","rImpactStory",2
"1003","2013-51","rImpactStory",3
"1004","2013-52","rImpactStory",1
"1005","2014-00","rImpactStory",1
"1006","2014-01","rImpactStory",10
"1007","2014-02","rImpactStory",9
"1008","2014-03","rImpactStory",3
"1009","2014-04","rImpactStory",6
"1010","2014-05","rImpactStory",7
"1011","2014-06","rImpactStory",3
"1012","2014-07","rImpactStory",2
"1013","2014-08","rImpactStory",3
"1014","2014-09","rImpactStory",3
"1015","2014-10","rImpactStory",2
"1016","2013-49","rinat",3
"1017","2013-50","rinat",25
"1018","2013-51","rinat",20
"1019","2013-52","rinat",3
"1020","2014-00","rinat",10
"1021","2014-01","rinat",69
"1022","2014-02","rinat",57
"1023","2014-03","rinat",21
"1024","2014-04","rinat",22
"1025","2014-05","rinat",32
"1026","2014-06","rinat",31
"1027","2014-07","rinat",36
"1028","2014-08","rinat",28
"1029","2014-09","rinat",46
"1030","2014-10","rinat",42
"1031","2014-11","rinat",9
"1032","2012-42","ritis",2
"1033","2012-44","ritis",10
"1034","2012-45","ritis",4
"1035","2012-46","ritis",14
"1036","2012-47","ritis",12
"1037","2012-48","ritis",16
"1038","2012-49","ritis",16
"1039","2012-50","ritis",25
"1040","2012-51","ritis",19
"1041","2012-52","ritis",10
"1042","2013-00","ritis",9
"1043","2013-01","ritis",19
"1044","2013-02","ritis",23
"1045","2013-03","ritis",22
"1046","2013-04","ritis",22
"1047","2013-05","ritis",13
"1048","2013-06","ritis",19
"1049","2014-01","ritis",1
"1050","2012-41","RMendeley",1
"1051","2012-42","RMendeley",2
"1052","2012-44","RMendeley",9
"1053","2012-45","RMendeley",4
"1054","2012-46","RMendeley",10
"1055","2012-47","RMendeley",13
"1056","2012-48","RMendeley",17
"1057","2012-49","RMendeley",11
"1058","2012-50","RMendeley",17
"1059","2012-51","RMendeley",11
"1060","2012-52","RMendeley",5
"1061","2013-00","RMendeley",9
"1062","2013-01","RMendeley",14
"1063","2013-02","RMendeley",15
"1064","2013-03","RMendeley",19
"1065","2013-04","RMendeley",19
"1066","2013-05","RMendeley",17
"1067","2013-06","RMendeley",25
"1068","2013-07","RMendeley",19
"1069","2013-08","RMendeley",22
"1070","2013-09","RMendeley",23
"1071","2013-10","RMendeley",48
"1072","2013-11","RMendeley",18
"1073","2013-12","RMendeley",9
"1074","2013-13","RMendeley",39
"1075","2013-14","RMendeley",24
"1076","2013-15","RMendeley",31
"1077","2013-16","RMendeley",27
"1078","2013-17","RMendeley",20
"1079","2013-18","RMendeley",17
"1080","2013-19","RMendeley",18
"1081","2013-20","RMendeley",27
"1082","2013-21","RMendeley",35
"1083","2013-22","RMendeley",33
"1084","2013-23","RMendeley",21
"1085","2013-24","RMendeley",21
"1086","2013-25","RMendeley",23
"1087","2013-26","RMendeley",15
"1088","2013-27","RMendeley",26
"1089","2013-28","RMendeley",22
"1090","2013-29","RMendeley",32
"1091","2013-30","RMendeley",24
"1092","2013-31","RMendeley",39
"1093","2013-32","RMendeley",62
"1094","2013-33","RMendeley",16
"1095","2013-34","RMendeley",27
"1096","2013-35","RMendeley",32
"1097","2013-36","RMendeley",34
"1098","2013-37","RMendeley",32
"1099","2013-38","RMendeley",34
"1100","2013-39","RMendeley",29
"1101","2013-40","RMendeley",38
"1102","2013-41","RMendeley",33
"1103","2013-42","RMendeley",36
"1104","2013-43","RMendeley",30
"1105","2013-44","RMendeley",39
"1106","2013-45","RMendeley",34
"1107","2013-46","RMendeley",29
"1108","2013-47","RMendeley",36
"1109","2013-48","RMendeley",38
"1110","2013-49","RMendeley",41
"1111","2013-50","RMendeley",28
"1112","2013-51","RMendeley",23
"1113","2013-52","RMendeley",2
"1114","2014-00","RMendeley",12
"1115","2014-01","RMendeley",77
"1116","2014-02","RMendeley",61
"1117","2014-03","RMendeley",26
"1118","2014-04","RMendeley",23
"1119","2014-05","RMendeley",45
"1120","2014-06","RMendeley",32
"1121","2014-07","RMendeley",48
"1122","2014-08","RMendeley",29
"1123","2014-09","RMendeley",44
"1124","2014-10","RMendeley",36
"1125","2014-11","RMendeley",5
"1126","2013-31","RMETAR",4
"1127","2013-32","RMETAR",40
"1128","2013-33","RMETAR",21
"1129","2013-34","RMETAR",26
"1130","2013-35","RMETAR",28
"1131","2013-36","RMETAR",30
"1132","2013-37","RMETAR",32
"1133","2013-39","RMETAR",1
"1134","2013-40","RMETAR",1
"1135","2013-41","RMETAR",2
"1136","2013-44","RMETAR",1
"1137","2013-45","RMETAR",1
"1138","2013-48","RMETAR",1
"1139","2013-52","RMETAR",2
"1140","2014-01","RMETAR",2
"1141","2014-02","RMETAR",1
"1142","2014-04","RMETAR",1
"1143","2014-07","RMETAR",2
"1144","2014-09","RMETAR",2
"1145","2014-09","rnoaa",49
"1146","2014-10","rnoaa",46
"1147","2014-11","rnoaa",9
"1148","2012-40","rplos",2
"1149","2012-41","rplos",1
"1150","2012-42","rplos",2
"1151","2012-44","rplos",11
"1152","2012-45","rplos",4
"1153","2012-46","rplos",11
"1154","2012-47","rplos",12
"1155","2012-48","rplos",14
"1156","2012-49","rplos",12
"1157","2012-50","rplos",17
"1158","2012-51","rplos",11
"1159","2012-52","rplos",6
"1160","2013-00","rplos",9
"1161","2013-01","rplos",17
"1162","2013-02","rplos",14
"1163","2013-03","rplos",25
"1164","2013-04","rplos",45
"1165","2013-05","rplos",27
"1166","2013-06","rplos",24
"1167","2013-07","rplos",20
"1168","2013-08","rplos",21
"1169","2013-09","rplos",21
"1170","2013-10","rplos",48
"1171","2013-11","rplos",17
"1172","2013-12","rplos",30
"1173","2013-13","rplos",49
"1174","2013-14","rplos",31
"1175","2013-15","rplos",35
"1176","2013-16","rplos",28
"1177","2013-17","rplos",17
"1178","2013-18","rplos",17
"1179","2013-19","rplos",18
"1180","2013-20","rplos",29
"1181","2013-21","rplos",31
"1182","2013-22","rplos",30
"1183","2013-23","rplos",19
"1184","2013-24","rplos",24
"1185","2013-25","rplos",24
"1186","2013-26","rplos",25
"1187","2013-27","rplos",20
"1188","2013-28","rplos",21
"1189","2013-29","rplos",36
"1190","2013-30","rplos",23
"1191","2013-31","rplos",48
"1192","2013-32","rplos",83
"1193","2013-33","rplos",36
"1194","2013-34","rplos",38
"1195","2013-35","rplos",36
"1196","2013-36","rplos",32
"1197","2013-37","rplos",70
"1198","2013-38","rplos",63
"1199","2013-39","rplos",53
"1200","2013-40","rplos",53
"1201","2013-41","rplos",47
"1202","2013-42","rplos",55
"1203","2013-43","rplos",37
"1204","2013-44","rplos",64
"1205","2013-45","rplos",82
"1206","2013-46","rplos",68
"1207","2013-47","rplos",68
"1208","2013-48","rplos",48
"1209","2013-49","rplos",46
"1210","2013-50","rplos",36
"1211","2013-51","rplos",23
"1212","2013-52","rplos",3
"1213","2014-00","rplos",13
"1214","2014-01","rplos",77
"1215","2014-02","rplos",69
"1216","2014-03","rplos",36
"1217","2014-04","rplos",26
"1218","2014-05","rplos",41
"1219","2014-06","rplos",41
"1220","2014-07","rplos",42
"1221","2014-08","rplos",40
"1222","2014-09","rplos",48
"1223","2014-10","rplos",44
"1224","2014-11","rplos",7
"1225","2012-41","rrdf",1
"1226","2012-42","rrdf",2
"1227","2012-44","rrdf",8
"1228","2012-45","rrdf",3
"1229","2012-46","rrdf",10
"1230","2012-47","rrdf",18
"1231","2012-48","rrdf",14
"1232","2012-49","rrdf",19
"1233","2012-50","rrdf",18
"1234","2012-51","rrdf",11
"1235","2012-52","rrdf",8
"1236","2013-00","rrdf",8
"1237","2013-01","rrdf",21
"1238","2013-02","rrdf",16
"1239","2013-03","rrdf",18
"1240","2013-04","rrdf",19
"1241","2013-05","rrdf",14
"1242","2013-06","rrdf",24
"1243","2013-07","rrdf",15
"1244","2013-08","rrdf",22
"1245","2013-09","rrdf",20
"1246","2013-10","rrdf",51
"1247","2013-11","rrdf",21
"1248","2013-12","rrdf",13
"1249","2013-13","rrdf",37
"1250","2013-14","rrdf",27
"1251","2013-15","rrdf",24
"1252","2013-16","rrdf",23
"1253","2013-17","rrdf",15
"1254","2013-18","rrdf",16
"1255","2013-19","rrdf",24
"1256","2013-20","rrdf",27
"1257","2013-21","rrdf",31
"1258","2013-22","rrdf",31
"1259","2013-23","rrdf",25
"1260","2013-24","rrdf",25
"1261","2013-25","rrdf",25
"1262","2013-26","rrdf",19
"1263","2013-27","rrdf",21
"1264","2013-28","rrdf",20
"1265","2013-29","rrdf",37
"1266","2013-30","rrdf",26
"1267","2013-31","rrdf",43
"1268","2013-32","rrdf",68
"1269","2013-33","rrdf",14
"1270","2013-34","rrdf",24
"1271","2013-35","rrdf",31
"1272","2013-36","rrdf",28
"1273","2013-37","rrdf",36
"1274","2013-38","rrdf",40
"1275","2013-39","rrdf",29
"1276","2013-40","rrdf",36
"1277","2013-41","rrdf",30
"1278","2013-42","rrdf",37
"1279","2013-43","rrdf",19
"1280","2013-44","rrdf",34
"1281","2013-45","rrdf",31
"1282","2013-46","rrdf",29
"1283","2013-47","rrdf",24
"1284","2013-48","rrdf",28
"1285","2013-49","rrdf",45
"1286","2013-50","rrdf",29
"1287","2013-51","rrdf",47
"1288","2013-52","rrdf",11
"1289","2014-00","rrdf",41
"1290","2014-01","rrdf",105
"1291","2014-02","rrdf",85
"1292","2014-03","rrdf",45
"1293","2014-04","rrdf",43
"1294","2014-05","rrdf",56
"1295","2014-06","rrdf",49
"1296","2014-07","rrdf",69
"1297","2014-08","rrdf",52
"1298","2014-09","rrdf",69
"1299","2014-10","rrdf",69
"1300","2014-11","rrdf",7
"1301","2014-10","RSelenium",1
"1302","2014-11","RSelenium",5
"1303","2013-45","rsnps",11
"1304","2013-46","rsnps",25
"1305","2013-47","rsnps",29
"1306","2013-48","rsnps",29
"1307","2013-49","rsnps",37
"1308","2013-50","rsnps",22
"1309","2013-51","rsnps",21
"1310","2013-52","rsnps",2
"1311","2014-00","rsnps",10
"1312","2014-01","rsnps",71
"1313","2014-02","rsnps",58
"1314","2014-03","rsnps",22
"1315","2014-04","rsnps",22
"1316","2014-05","rsnps",36
"1317","2014-06","rsnps",28
"1318","2014-07","rsnps",41
"1319","2014-08","rsnps",52
"1320","2014-09","rsnps",58
"1321","2014-10","rsnps",43
"1322","2014-11","rsnps",6
"1323","2013-32","rtematres",9
"1324","2013-33","rtematres",19
"1325","2013-34","rtematres",28
"1326","2013-35","rtematres",27
"1327","2013-36","rtematres",28
"1328","2013-37","rtematres",30
"1329","2013-38","rtematres",32
"1330","2013-39","rtematres",22
"1331","2013-40","rtematres",37
"1332","2013-41","rtematres",38
"1333","2013-42","rtematres",38
"1334","2013-43","rtematres",26
"1335","2013-44","rtematres",35
"1336","2013-45","rtematres",29
"1337","2013-46","rtematres",31
"1338","2013-47","rtematres",28
"1339","2013-48","rtematres",33
"1340","2013-49","rtematres",34
"1341","2013-50","rtematres",26
"1342","2013-51","rtematres",18
"1343","2013-52","rtematres",4
"1344","2014-00","rtematres",6
"1345","2014-01","rtematres",74
"1346","2014-02","rtematres",61
"1347","2014-03","rtematres",18
"1348","2014-04","rtematres",24
"1349","2014-05","rtematres",31
"1350","2014-06","rtematres",30
"1351","2014-07","rtematres",29
"1352","2014-08","rtematres",27
"1353","2014-09","rtematres",40
"1354","2014-10","rtematres",29
"1355","2014-11","rtematres",5
"1356","2012-47","rvertnet",1
"1357","2012-48","rvertnet",15
"1358","2012-49","rvertnet",13
"1359","2012-50","rvertnet",18
"1360","2012-51","rvertnet",9
"1361","2012-52","rvertnet",6
"1362","2013-00","rvertnet",9
"1363","2013-01","rvertnet",19
"1364","2013-02","rvertnet",15
"1365","2013-03","rvertnet",17
"1366","2013-04","rvertnet",21
"1367","2013-05","rvertnet",15
"1368","2013-06","rvertnet",22
"1369","2013-07","rvertnet",16
"1370","2013-08","rvertnet",20
"1371","2013-09","rvertnet",21
"1372","2013-10","rvertnet",27
"1373","2013-11","rvertnet",17
"1374","2013-12","rvertnet",10
"1375","2013-13","rvertnet",36
"1376","2013-14","rvertnet",23
"1377","2013-15","rvertnet",28
"1378","2013-16","rvertnet",20
"1379","2013-17","rvertnet",19
"1380","2013-18","rvertnet",16
"1381","2013-19","rvertnet",16
"1382","2013-20","rvertnet",26
"1383","2013-21","rvertnet",26
"1384","2013-22","rvertnet",25
"1385","2013-23","rvertnet",18
"1386","2013-24","rvertnet",18
"1387","2013-25","rvertnet",27
"1388","2013-26","rvertnet",15
"1389","2013-27","rvertnet",22
"1390","2013-28","rvertnet",20
"1391","2013-29","rvertnet",33
"1392","2013-30","rvertnet",19
"1393","2013-31","rvertnet",20
"1394","2013-32","rvertnet",40
"1395","2013-33","rvertnet",13
"1396","2013-34","rvertnet",25
"1397","2013-35","rvertnet",25
"1398","2013-36","rvertnet",25
"1399","2013-37","rvertnet",36
"1400","2013-38","rvertnet",32
"1401","2013-39","rvertnet",26
"1402","2013-40","rvertnet",35
"1403","2013-41","rvertnet",30
"1404","2013-42","rvertnet",37
"1405","2013-43","rvertnet",23
"1406","2013-44","rvertnet",34
"1407","2013-45","rvertnet",42
"1408","2013-46","rvertnet",24
"1409","2013-47","rvertnet",27
"1410","2013-48","rvertnet",28
"1411","2013-49","rvertnet",35
"1412","2013-50","rvertnet",22
"1413","2013-51","rvertnet",23
"1414","2013-52","rvertnet",2
"1415","2014-00","rvertnet",8
"1416","2014-01","rvertnet",72
"1417","2014-02","rvertnet",58
"1418","2014-03","rvertnet",22
"1419","2014-04","rvertnet",22
"1420","2014-05","rvertnet",39
"1421","2014-06","rvertnet",30
"1422","2014-07","rvertnet",33
"1423","2014-08","rvertnet",24
"1424","2014-09","rvertnet",43
"1425","2014-10","rvertnet",32
"1426","2014-11","rvertnet",5
"1427","2014-00","solr",8
"1428","2014-01","solr",69
"1429","2014-02","solr",51
"1430","2014-03","solr",18
"1431","2014-04","solr",27
"1432","2014-05","solr",33
"1433","2014-06","solr",28
"1434","2014-07","solr",43
"1435","2014-08","solr",37
"1436","2014-09","solr",44
"1437","2014-10","solr",47
"1438","2014-11","solr",10
"1439","2014-09","spocc",32
"1440","2014-10","spocc",44
"1441","2014-11","spocc",6
"1442","2012-49","taxize",5
"1443","2012-50","taxize",23
"1444","2012-51","taxize",16
"1445","2012-52","taxize",6
"1446","2013-00","taxize",9
"1447","2013-01","taxize",15
"1448","2013-02","taxize",17
"1449","2013-03","taxize",24
"1450","2013-04","taxize",25
"1451","2013-05","taxize",17
"1452","2013-06","taxize",27
"1453","2013-07","taxize",26
"1454","2013-08","taxize",29
"1455","2013-09","taxize",28
"1456","2013-10","taxize",31
"1457","2013-11","taxize",20
"1458","2013-12","taxize",11
"1459","2013-13","taxize",39
"1460","2013-14","taxize",25
"1461","2013-15","taxize",28
"1462","2013-16","taxize",26
"1463","2013-17","taxize",16
"1464","2013-18","taxize",19
"1465","2013-19","taxize",18
"1466","2013-20","taxize",31
"1467","2013-21","taxize",34
"1468","2013-22","taxize",29
"1469","2013-23","taxize",17
"1470","2013-24","taxize",17
"1471","2013-25","taxize",23
"1472","2013-26","taxize",17
"1473","2013-27","taxize",20
"1474","2013-28","taxize",21
"1475","2013-29","taxize",33
"1476","2013-30","taxize",41
"1477","2013-31","taxize",39
"1478","2013-32","taxize",56
"1479","2013-33","taxize",18
"1480","2013-34","taxize",26
"1481","2013-35","taxize",36
"1482","2013-36","taxize",32
"1483","2013-37","taxize",42
"1484","2013-38","taxize",39
"1485","2013-39","taxize",36
"1486","2013-40","taxize",44
"1487","2013-41","taxize",44
"1488","2013-42","taxize",47
"1489","2013-43","taxize",73
"1490","2013-44","taxize",97
"1491","2013-45","taxize",58
"1492","2013-46","taxize",84
"1493","2013-47","taxize",68
"1494","2013-48","taxize",63
"1495","2013-49","taxize",58
"1496","2013-50","taxize",50
"1497","2013-51","taxize",40
"1498","2013-52","taxize",12
"1499","2014-00","taxize",34
"1500","2014-01","taxize",114
"1501","2014-02","taxize",69
"1502","2014-03","taxize",51
"1503","2014-04","taxize",40
"1504","2014-05","taxize",61
"1505","2014-06","taxize",56
"1506","2014-07","taxize",122
"1507","2014-08","taxize",106
"1508","2014-09","taxize",137
"1509","2014-10","taxize",115
"1510","2014-11","taxize",11
